ident,type,name,iso_country,iso_region,municipality,iata_code,state_code
06FD,small_airport,Grass Roots Airpark,US,US-FL,Mascotte,,FL
06FL,heliport,Morton Plant Hospital Heliport,US,US-FL,Clearwater,,FL
06GA,heliport,Smith Heliport,US,US-GA,Redan,,GA
06I,seaplane_base,Patoka Reservoir Landing Area Seaplane Base,US,US-IN,French Lick,,IN
06IA,small_airport,Rich Field,US,US-IA,Walford,,IA
06ID,small_airport,Larkin Airport,US,US-ID,Kuna,,ID
06IL,small_airport,Humm Airport,US,US-IL,Earlville,,IL
06IN,closed,Ellis Fly-In Airport,US,US-IN,Blackhawk,,IN
06IS,small_airport,Sinele Strip,US,US-IL,Nauvoo,,IL
06KS,heliport,Riverside Hospital Airlift Heliport,US,US-KS,Wichita,,KS
06KY,heliport,Falcon Heliport,US,US-KY,Jackson,,KY
06LA,heliport,Panther Helicopters Inc Heliport,US,US-LA,Belle Chasse,,LA
06LL,closed,Hammersmith Heliport,US,US-IL,Elburn,,IL
06LS,heliport,Tembec Heliport,US,US-LA,St Francisville,,LA
06MA,heliport,The Barn Heliport,US,US-MA,Pepperell,,MA
06MD,heliport,Bayview Heliport,US,US-MD,Baltimore,,MD
06ME,heliport,Barker Heliport,US,US-ME,Bethel,,ME
06MI,heliport,W A Foote Memorial Hospital Heliport,US,US-MI,Jackson,,MI
06MN,small_airport,Pike Field Airport,US,US-MN,Virginia,,MN
06MO,small_airport,Noahs Ark Airport,US,US-MO,Waldron,,MO
06MT,small_airport,Torgerson Airport,US,US-MT,Ethridge,,MT
06N,small_airport,Randall Airport,US,US-NY,Middletown,,NY
06NC,small_airport,Tailwinds Airport,US,US-NC,St. Pauls,,NC
06ND,small_airport,Fitterer's Strip,US,US-ND,Glen Ullin,,ND
06NE,heliport,St Marys Hospital Heliport,US,US-NE,Nebraska City,,NE
06NH,small_airport,Cole Farm Airport,US,US-NH,Kensington,,NH
06NJ,closed,Chemical Bank - New Jersey Na Heliport,US,US-NJ,Moorestown,,NJ
06NV,small_airport,Silver Creek Airport,US,US-NV,Baker,,NV
06NY,small_airport,Murphy Field,US,US-NY,Auburn,,NY
06O1,heliport,Saint Elizabeth Medical Center Heliport,US,US-OH,Youngstown,,OH
06OH,small_airport,Hal Joy Airfield,US,US-OH,Williamsfield,,OH
06OI,small_airport,Green Acres Airport,US,US-OH,New Lebanon,,OH
06OK,heliport,Albert Lodge Heliport,US,US-OK,Grove,,OK
06OR,small_airport,Hayden Mountain Airport,US,US-OR,Forest Grove,,OR
06PA,small_airport,Freefall Oz Airport,US,US-PA,Ceres,,PA
06PN,heliport,Schiavoni Heliport,US,US-PA,Harrisburg,,PA
06PS,heliport,Cherokee Island Castle Heliport,US,US-PA,West Homestead,,PA
06R,small_airport,Grawunder Field,US,US-TX,Bellville,,TX
06SN,small_airport,Beyer Farm Airport,US,US-KS,Derby,,KS
06TA,small_airport,Glaser Field,US,US-TX,Buckholts,,TX
06TE,small_airport,Ainsworth Airport,US,US-TX,Cleveland,,TX
06TN,small_airport,Hunter STOLport,US,US-TN,Columbia,,TN
06TS,closed,Roscoe Mc Connico Airport,US,US-TX,Kerens,,TX
06TX,small_airport,Diamond N Ranch Airport,US,US-TX,Hockley,,TX
06VA,small_airport,Mount Horeb Field,US,US-VA,Grottoes,,VA
06WA,heliport,N A Degerstrom Yard Heliport,US,US-WA,Spokane,,WA
06WI,small_airport,Young Private Airport,US,US-WI,Frederic,,WI
06WN,small_airport,Western Airpark,US,US-WA,Yelm,,WA
06XS,small_airport,Campbell Field,US,US-TX,Aubrey,,TX
06Y,small_airport,Herman Municipal Airport,US,US-MN,Herman,,MN
07AA,small_airport,Pan Lake Strip Airport,US,US-AK,Willow,,AK
07AL,heliport,Tac X Stagefield Army Heliport,US,US-AL,Fort Rucker/Samson,,AL
07AR,small_airport,Morrilton Airport,US,US-AR,Morrilton,,AR
07AZ,closed,John C Lincoln Hospital Heliport,US,US-AZ,Phoenix,,AZ
07B,small_airport,Blue Hill Airport,US,US-ME,Blue Hill,,ME
07CA,heliport,West Side Hospital Heliport,US,US-CA,Taft,,CA
07CL,small_airport,Richvale Airport,US,US-CA,Richvale,,CA
07CO,small_airport,Comanche Creek Airport,US,US-CO,Kiowa,,CO
07CT,closed,Tnt Heliport,US,US-CT,Salem,,CT
07D,small_airport,Tackaberry Airport,US,US-MI,Avoca,,MI
07FA,small_airport,Ocean Reef Club Airport,US,US-FL,Key Largo,OCA,FL
07FD,closed,Flying G Ranch STOLport,US,US-FL,Lee,,FL
07FL,heliport,Southwest Florida Regional Medical Center Heliport,US,US-FL,Fort Myers,,FL
07GA,small_airport,Alcovy Airport,US,US-GA,Covington,,GA
07I,seaplane_base,Lake Monroe Seaplane Base,US,US-IN,Bloomington,,IN
07ID,small_airport,Interstate Airport,US,US-ID,Malta,,ID
07II,heliport,St Vincent Jennings Hospital Heliport,US,US-IN,North Vernon,,IN
07IN,small_airport,Gray Airport,US,US-IN,Boggstown,,IN
07K,small_airport,Central City Municipal - Larry Reineke Field,US,US-NE,Central City,,NE
07KS,small_airport,Heape Field,US,US-KS,Augusta,,KS
07KY,small_airport,Blue Lick Airport,US,US-KY,Louisville,,KY
07LA,closed,Air Oil Inc Nr 1 Heliport,US,US-LA,Harahan,,LA
07LS,heliport,LA State Police Troop F Heliport,US,US-LA,Monroe,,LA
07MA,heliport,West Pond Heliport,US,US-MA,Plymouth,,MA
07MD,small_airport,Baugher's Orchard Airport,US,US-MD,Westminster,,MD
07ME,heliport,Westbrook Heliport,US,US-ME,Westbrook,,ME
07MI,small_airport,Scott Airstrip,US,US-MI,Lake,,MI
07MN,small_airport,Dairyview Airport,US,US-MN,Hadley,,MN
07MO,small_airport,Lake Sexton Airport,US,US-MO,Warrensburg,,MO
07MT,small_airport,Glasgow Industrial Airport,US,US-MT,Glasgow,,MT
07N,small_airport,Bermudian Valley Airpark,US,US-PA,Kralltown,,PA
07NC,small_airport,Hawks Meadow Airport,US,US-NC,Waxhaw,,NC
07NH,seaplane_base,Diving Rock Seaplane Base,US,US-NH,Washington,,NH
07NJ,heliport,Hackensack UMC Palisades Heliport,US,US-NJ,North Bergen,,NJ
07NV,small_airport,Border Line Farm Airport,US,US-NV,Baker,,NV
07NY,heliport,Mmc Heliport,US,US-NY,Monticello,,NY
07OH,closed,Tennessee Gas Heliport,US,US-OH,Claysville,,OH
07OK,small_airport,Pleasant Valley Airport,US,US-OK,Snyder,,OK
07OR,small_airport,Bruce's Airport,US,US-OR,Milwaukie,,OR
07PN,small_airport,Folmar Airport,US,US-PA,Grassflat,,PA
07SN,small_airport,Churchill Airport,US,US-KS,Phillipsburg,,KS
07TA,heliport,Salaika Aviation Heliport,US,US-TX,Danbury,,TX
07TE,small_airport,Cuddihy Field,US,US-TX,Corpus Christi,,TX
07TN,small_airport,Corntassel Airport,US,US-TN,Vonore,,TN
07TS,small_airport,Cross-Country Estates Airport,US,US-TX,Georgetown,,TX
07TX,heliport,Pecks Heliport,US,US-TX,Princeton,,TX
07UT,small_airport,E Northrop Grumman Airport,US,US-UT,Howell,,UT
07VA,small_airport,Alpha Hotel Airport,US,US-VA,Clover,,VA
07VT,small_airport,Meadow STOLport,US,US-VT,Jericho,,VT
07WA,heliport,Multicare Deaconess Hospital Heliport,US,US-WA,Spokane,,WA
07WI,closed,Bartell Strip,US,US-WI,Genessee Depot,,WI
07XS,heliport,Allen Ponderosa Heliport,US,US-TX,Crowley,,TX
07Y,small_airport,Hill City-Quadna Mountain Airport,US,US-MN,Hill City,,MN
08AK,small_airport,Fisher Airport,US,US-AK,Big Lake,,AK
08AR,closed,Crittenden Regional Hospital Heliport,US,US-AR,West Memphis,,AR
08AZ,heliport,Mesa Police Heliport,US,US-AZ,Mesa,,AZ
08B,small_airport,Merrymeeting Field,US,US-ME,Bowdoinham,,ME
08CA,heliport,Pg & E Co. Placerville Svc Center Heliport,US,US-CA,Diamond Springs,,CA
08CL,small_airport,Kistler Ranch Airport,US,US-CA,Jamestown,,CA
08CN,heliport,Tulare Motor Sports #1 Heliport,US,US-CA,Tulare,,CA
08CO,small_airport,Terra Firma Airport,US,US-CO,Rush,,CO
08CT,seaplane_base,Seavair's Landing Seaplane Base,US,US-CT,Winsted,,CT
08F,small_airport,City of Coalgate Airport,US,US-OK,Coalgate,,OK
08FA,small_airport,Duda Airstrip,US,US-FL,La Belle,,FL
08FD,small_airport,Sunniland Ranch Airport,US,US-FL,Okeechobee,,FL
08FL,small_airport,J. H. Hendrie Farms Airport,US,US-FL,Lake Placid,,FL
08G,heliport,Salt Fork Lodge Heliport,US,US-OH,Cambridge,,OH
08GA,small_airport,Sapelo Island Airport,US,US-GA,Darien,,GA
08ID,small_airport,Symms Airport,US,US-ID,Marsing,,ID
08II,heliport,Parkview Lagrange Hospital Heliport,US,US-IN,Lagrange,,IN
08IL,small_airport,Harms Airstrip,US,US-IL,Tampico,,IL
08IN,seaplane_base,Winona Lake Seaplane Base,US,US-IN,Winona Lake,,IN
08IS,small_airport,Hemmer RLA Restricted Landing Area,US,US-IL,Du Quoin,,IL
08KS,small_airport,Alderson Airport,US,US-KS,Bennington,,KS
08KY,small_airport,Boss Airport,US,US-KY,Burnside,,KY
08LA,heliport,Air Oil Inc Nr 2 Heliport,US,US-LA,Harahan,,LA
08LL,small_airport,Sauer Airport,US,US-IL,Dwight,,IL
08LS,small_airport,Aeleron Airport,US,US-LA,Grand Coteau,,LA
08MA,small_airport,Wormid Airport,US,US-MA,Southborough,,MA
08MD,heliport,St Joseph Hospital Heliport,US,US-MD,Towson,,MD
08ME,small_airport,Lindbergh Airport,US,US-ME,Avon,,ME
08MI,heliport,Sparrow Hospital Heliport,US,US-MI,Lansing,,MI
08MN,seaplane_base,Christenson Point Seaplane Base,US,US-MN,Chisholm/Hibbing,,MN
08MO,small_airport,Twin Oaks Airport,US,US-MO,Jasper,,MO
08MS,small_airport,Williams Field,US,US-MS,Coldwater,,MS
08MT,small_airport,Clark Airport,US,US-MT,Grassrange,,MT
08N,small_airport,Keller Brothers Airport,US,US-PA,Lebanon,,PA
08NC,small_airport,Whiteheart Farm Airport,US,US-NC,Lewisville,,NC
08ND,small_airport,Brecht Strip,US,US-ND,Golden Valley,,ND
08NE,small_airport,Laurel Municipal Airport,US,US-NE,Laurel,,NE
08NH,heliport,Memorial Hospital Heliport,US,US-NH,North Conway,,NH
08NJ,heliport,St Barnabas Medical Center Heliport,US,US-NJ,Livingston,,NJ
08NY,small_airport,Md1 Airport,US,US-NY,Middletown,,NY
08OH,small_airport,Kenley Airport,US,US-OH,Hartford,,OH
08OK,small_airport,Parks Airport,US,US-OK,Wilburton,,OK
08OL,small_airport,Broken B Airport,US,US-OK,Hydro,,OK
08OR,small_airport,Saxon Sycan Airport,US,US-OR,Silver Lake,,OR
08PA,heliport,Pocono Raceway Heliport,US,US-PA,Pocono Pines,,PA
08PN,heliport,Thomson Heliport,US,US-PA,Lancaster,,PA
08R,small_airport,Richmond Airport,US,US-RI,West Kingston,,RI
08TA,heliport,Rancho Del Lago Heliport,US,US-TX,Fischer,,TX
08TE,small_airport,B. J. Mc Combs Sisterdale Airport,US,US-TX,Comfort,,TX
08TS,closed,Puesta Del Sol Airport,US,US-TX,La Gloria,,TX
08TX,small_airport,Cross Wind Airport,US,US-TX,Weatherford,,TX
08U,small_airport,Stevens-Crosby Airport,US,US-NV,North Fork,,NV
08VA,small_airport,Springwood Airstrip,US,US-VA,Buchanan,,VA
08WA,closed,Manchester Laboratory Heliport,US,US-WA,Manchester,,WA
08WI,closed,Pierick Airport,US,US-WI,Highland,,WI
08XA,small_airport,Knolle Ranch Airport,US,US-TX,Snook,,TX
08XS,small_airport,Peterson Airport,US,US-TX,Old Ocean,,TX
09AA,heliport,Sheldon Chalet Heliport,US,US-AK,Talkeetna,,AK
09AK,small_airport,West Beaver Airport,US,US-AK,Big Lake,,AK
09AR,heliport,Magnolia Hospital Heliport,US,US-AR,Magnolia,,AR
09AZ,small_airport,Stronghold Airport,US,US-AZ,St David,,AZ
09CA,heliport,Mee Memorial Hospital Heliport,US,US-CA,King City,,CA
09CL,small_airport,Alta Sierra Airport,US,US-CA,Grass Valley,,CA
09CN,heliport,Tulare Motor Sports #2 Heliport,US,US-CA,Tulare,,CA
09CO,small_airport,Cottonwood Field,US,US-CO,Swink,,CO
09FA,small_airport,Placid Lakes Airport,US,US-FL,Lake Placid,,FL
09FD,small_airport,Cheryl-Lane Landings Airport,US,US-FL,Bushnell,,FL
09FL,small_airport,Sunnybreeze Airport,US,US-FL,Arcadia,,FL
09GA,small_airport,Sunbelt Strip,US,US-GA,Moultrie,,GA
09I,seaplane_base,International Falls Seaplane Base,US,US-MN,International Falls,,MN
09IA,small_airport,Skydive Iowa Airport,US,US-IA,Brooklyn,,IA
09ID,small_airport,Taylor Ranch Landing Area Airport,US,US-ID,Moscow,,ID
09II,small_airport,Gibbons Field,US,US-IN,Valeene,,IN
09IL,closed,Silver Cross Hospital Heliport,US,US-IL,Joliet,,IL
09IN,small_airport,Gordon Airport,US,US-IN,Columbia City,,IN
09IS,heliport,Swedish American Heliport,US,US-IL,Rockford,,IL
09KS,small_airport,Coffman Airport,US,US-KS,Wellsville,,KS
09KY,heliport,Baptist Hospital East Heliport,US,US-KY,Louisville,,KY
09LA,heliport,Era Helicopters Fourchon Helibase Heliport,US,US-LA,Grand Isle,,LA
09LL,small_airport,Pine Hill Airport,US,US-IL,Capron,,IL
09LS,heliport,West Feliciana Sheriff's Office Heliport,US,US-LA,St Francisville,,LA
09MA,small_airport,Kallander Field,US,US-MA,Southborough,,MA
09ME,small_airport,Perrotti Skyranch Airfield,US,US-ME,Berwick,,ME
09MI,heliport,Michigan National Guard Headquarters Heliport,US,US-MI,Lansing,,MI
09MN,small_airport,W Johnson Field,US,US-MN,Hazel Run,,MN
09MO,small_airport,Hogue Farm Airport,US,US-MO,Willard,,MO
09N,small_airport,Airhaven Airport,US,US-NY,Staatsburg,,NY
09NC,small_airport,William Irving Lewis Airport,US,US-NC,Broadway,,NC
09NE,small_airport,Summer Hill Farm Airport,US,US-NE,Bennington,,NE
09NJ,heliport,Stonebridge Farm Helistop,US,US-NJ,Somerville,,NJ
09NR,small_airport,Dakota Air Ranch Airport,US,US-NC,Ramseur,,NC
09NY,heliport,Spring Lake Fire Department Heliport,US,US-NY,Kingston,,NY
09OK,small_airport,Ragtime Aerodrome,US,US-OK,Collinsville,,OK
09OR,heliport,Mid-Columbia Medical Center Heliport,US,US-OR,The Dalles,,OR
09PA,small_airport,Eagle Field,US,US-PA,Port Matilda,,PA
09PN,heliport,Hundley Residence Heliport,US,US-PA,Kintersville,,PA
09S,small_airport,Sullivan Lake State Airport,US,US-WA,Metaline Falls,,WA
09TA,small_airport,Lazy G Bar Ranch Airport,US,US-TX,Decatur,,TX
09TE,small_airport,Running M Ranch Airport,US,US-TX,Glen Rose,,TX
09TN,heliport,Univ of Tennessee Medical Center Heliport,US,US-TN,Knoxville,,TN
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,US,US-TX,Marathon,,TX
09TX,small_airport,Smokey Mtn Ranch Airport,US,US-TX,Sheffield,,TX
09VA,small_airport,Alum Ridge STOLport,US,US-VA,Floyd,,VA
09VG,heliport,Augusta Medical Center Heliport,US,US-VA,Fishersville,,VA
09W,heliport,South Capitol Street Heliport,US,US-DC,Washington,,DC
09WA,heliport,Holy Family Hospital Heliport,US,US-WA,Spokane,,WA
09WI,small_airport,Parkway Farm Strip,US,US-WI,Holmen,,WI
09XS,heliport,Baptist Medical Center Heliport,US,US-TX,San Antonio,,TX
09Y,seaplane_base,Wipline Seaplane Base,US,US-MN,Inver Grove Hgts,,MN
0AA6,heliport,Big Salmon Heliport,US,US-AK,Haines,,AK
0AA7,small_airport,Kalifonsky Meadows Airport,US,US-AK,Kenai,,AK
0AK,small_airport,Pilot Station Airport,US,US-AK,Pilot Station,PQS,AK
0AK0,small_airport,Scotts Airport,US,US-AK,North Pole,,AK
0AK1,small_airport,Anderson Lake Airport,US,US-AK,Wasilla,,AK
0AK2,small_airport,Yentna Bend Strip,US,US-AK,Willow,,AK
0AK3,small_airport,Parker Lake Airport,US,US-AK,Montana Creek,,AK
0AK5,small_airport,Young Creek Airport,US,US-AK,May Creek,,AK
0AK6,small_airport,Victory Airport,US,US-AK,Victory Bible Camp,,AK
0AK7,small_airport,Bradley Lake Hydroelectri Project Airstrip,US,US-AK,Homer,,AK
0AK8,closed,Pollux Heliport,US,US-AK,North Pole,,AK
0AK9,small_airport,Falcon Lake Strip,US,US-AK,Point Mackenzie,,AK
0AL0,heliport,Huntsville Field,US,US-AL,Huntsville,,AL
0AL1,small_airport,Resort Airport,US,US-AL,Foley,,AL
0AL2,heliport,Clay County Hospital Heliport,US,US-AL,Ashland,,AL
0AL3,heliport,Hospital Pad Heliport,US,US-AL,Evergreen,,AL
0AL4,heliport,Dekalb Regional Medical Center Heliport,US,US-AL,Fort Payne,,AL
0AL5,small_airport,Flomaton Airport,US,US-AL,Flomaton,,AL
0AL6,heliport,D.W. Mcmillian Memorial Hospital Heliport,US,US-AL,Brewton,,AL
0AL7,heliport,Gadsden Regl Medical Center Heliport,US,US-AL,Gadsden,,AL
0AL8,heliport,Brookwood Medical Center Heliport,US,US-AL,Birmingham,,AL
0AL9,small_airport,Wilson Creek Airport,US,US-AL,Florence,,AL
0AR0,heliport,Smh Heliport,US,US-AR,Springdale,,AR
0AR1,small_airport,Hooterville South Airport,US,US-AR,Centerville,,AR
0AR2,small_airport,Mission Field-Marotti Memorial Airport,US,US-AR,Crawfordsville,,AR
0AR3,closed,Taylor's Air Strip,US,US-AR,Deer,,AR
0AR4,heliport,Ozarks Community Hospital Heliport,US,US-AR,Gravette,,AR
0AR5,heliport,Rgnl Medical Center Heliport,US,US-AR,Jonesboro,,AR
0AR6,heliport,Ami National Park Medical Center Heliport,US,US-AR,Hot Springs,,AR
0AR7,small_airport,Yancopin Airport,US,US-AR,Watson,,AR
0AR8,heliport,Howard Memorial Hospital Heliport,US,US-AR,Nashville,,AR
0AR9,heliport,Eureka Springs Hospital Heliport,US,US-AR,Eureka Springs,,AR
0AZ0,heliport,Arizona Heart Hospital Heliport,US,US-AZ,Phoenix,,AZ
0AZ1,small_airport,Taylor Field,US,US-AZ,Marana,,AZ
0AZ2,small_airport,Western Sky Airport,US,US-AZ,Salome,,AZ
0AZ4,small_airport,Flying Bucket Ranch Airport,US,US-AZ,Mobile,,AZ
0AZ5,small_airport,Castle Well Airport,US,US-AZ,Morristown,,AZ
0AZ6,heliport,St Joseph's Hospital Heliport,US,US-AZ,Phoenix,,AZ
0AZ7,heliport,Sunstate Heliport,US,US-AZ,Phoenix,,AZ
0B2,small_airport,Brewer Airport,US,US-ME,Brewer,,ME
0B7,small_airport,Warren-Sugarbush Airport,US,US-VT,Warren,,VT
0C1,small_airport,Triple R Airport,US,US-MO,Dearborn,,MO
0C2,small_airport,Hinckley Airport,US,US-IL,Hinckley,,IL
0C5,small_airport,Canadian Lakes Airport,US,US-MI,Mecosta,,MI
0C7,small_airport,Grandpas' Farm Mendota Airport,US,US-IL,Mendota,,IL
0C8,small_airport,Cushing Field Ltd Airport,US,US-IL,Newark,,IL
0C9,heliport,Coach & Paddock Heliport,US,US-NJ,Clinton,,NJ
0CA0,closed,Drew Medical Center Heliport,US,US-CA,Los Angeles,,CA
0CA1,closed,Northside Airpark,US,US-CA,Santa Maria,,CA
0CA2,heliport,Va Greater Los Angeles Health Care Center Heliport,US,US-CA,West Los Angeles,,CA
0CA3,small_airport,Crawford Airport,US,US-CA,Santa Ynez,,CA
0CA4,small_airport,Shepherd Ranch Airport,US,US-CA,Santa Ynez,,CA
0CA5,small_airport,Hoffman Private Airport,US,US-CA,Santa Ysabel,,CA
0CA6,small_airport,Emory Ranch Airport,US,US-CA,Ocotillo,,CA
0CA7,heliport,Boeing Seal Beach (Rooftop) Heliport,US,US-CA,Seal Beach,,CA
0CA8,small_airport,Ward Ranch Airport,US,US-CA,Aguanga,,CA
0CA9,small_airport,Blech Ranch Airport,US,US-CA,Shandon,,CA
0CD0,heliport,Delta County Memorial Hospital Heliport,US,US-CO,Delta,,CO
0CD1,heliport,Colorado Plains Medical Center Heliport,US,US-CO,Fort Morgan,,CO
0CD2,small_airport,Foxx Valley Airport,US,US-CO,Yoder,,CO
0CD3,heliport,Branch's Heliport,US,US-CO,Kersey,,CO
0CD4,heliport,Kauffman Heliport,US,US-CO,Denver,,CO
0CD5,small_airport,Pinon Canyon Airport,US,US-CO,Trinidad,,CO
0CD6,heliport,Exempla Good Samaritan Heliport,US,US-CO,Lafayette,,CO
0CD7,small_airport,Fox Hole Airport,US,US-CO,Lafayette,,CO
0CD8,heliport,Prowers Medical Center Heliport,US,US-CO,Lamar,,CO
0CD9,heliport,Swedish S.W. Medical Heliport,US,US-CO,Littleton,,CO
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,US,US-CA,Raymond,,CA
0CL1,small_airport,Krey Field Airport,US,US-CA,Adelanto,,CA
0CL2,heliport,Parking Lot Heliport,US,US-CA,Chula Vista,,CA
0CL3,small_airport,John Nichol's Field Airport,US,US-CA,Chula Vista,,CA
0CL4,heliport,Glen Fed Heliport,US,US-CA,Glendale,,CA
0CL5,heliport,The Atrium Heliport,US,US-CA,Irvine,,CA
0CL6,small_airport,Bohunk's Airpark,US,US-CA,Lancaster,,CA
0CL7,heliport,Good Samaritan Hospital Heliport,US,US-CA,Los Angeles,,CA
0CL8,small_airport,Tera Ultralightport,US,US-CA,Ridgecrest,,CA
0CL9,heliport,Sce San Jacinto Valley Service Center Heliport,US,US-CA,Romoland,,CA
0CN1,small_airport,Fiorini Ranch Airport,US,US-CA,Delhi,,CA
0CN2,small_airport,Sutter Butte Dusters Airport,US,US-CA,Live Oak,,CA
0CO0,heliport,Longmont United Hospital Heliport,US,US-CO,Longmont,,CO
0CO1,small_airport,Dave's Airport,US,US-CO,Louisville,,CO
0CO2,small_airport,Crested Butte Airpark,US,US-CO,Crested Butte,CSE,CO
0CO3,closed,Greggs Nr 1 Airport,US,US-CO,Bennett,,CO
0CO4,heliport,Geo-Seis Helicopters Heliport,US,US-CO,Fort Collins,,CO
0CO5,small_airport,Chenoweth Airport,US,US-CO,Last Chance,,CO
0CO6,small_airport,Flying M & M Ranch Airport,US,US-CO,Norwood,,CO
0CO7,heliport,Century Helicopters Heliport,US,US-CO,Fort Collins,,CO
0CO8,small_airport,Cartwheel Airport,US,US-CO,Mead,,CO
0CO9,small_airport,Van Treese Airport,US,US-CO,Monte Vista,,CO
0CT0,heliport,Sharon Hospital Heliport,US,US-CT,Sharon,,CT
0CT1,heliport,Bristol-Myers Squibb Company Heliport,US,US-CT,Wallingford,,CT
0CT2,heliport,Windham Hospital Heliport,US,US-CT,Willimantic,,CT
0CT3,heliport,N B G H Heliport,US,US-CT,New Britain,,CT
0CT4,heliport,Burke Heliport,US,US-CT,Prospect,,CT
0CT5,heliport,St Francis Hospital Heliport,US,US-CT,Hartford,,CT
0CT6,heliport,Middletown Heliport,US,US-CT,Middletown,,CT
0CT7,heliport,Bridgeport Hospital Heliport,US,US-CT,Bridgeport,,CT
0CT8,heliport,Danbury Hospital Heliport,US,US-CT,Danbury,,CT
0CT9,heliport,Hartford Hospital Heliport,US,US-CT,Hartford,,CT
0D6,small_airport,Wilber Municipal Airport,US,US-NE,Wilber,,NE
0D7,small_airport,Ada Airport,US,US-OH,Ada,,OH
0D9,small_airport,Air Park North,US,US-MI,Alba,,MI
0E9,small_airport,Corydon Airport,US,US-IA,Corydon,,IA
0FA0,heliport,Doral Resort & Country Club Heliport,US,US-FL,Miami,,FL
0FA1,small_airport,Ott's Landing Airport,US,US-FL,Arcadia,,FL
0FA2,heliport,Doctors Memorial Hospital #2 Heliport,US,US-FL,Perry,,FL
0FA5,seaplane_base,Briley Farm Seaplane Base,US,US-FL,Oakland,,FL
0FD0,small_airport,The 2A Ranch Airport,US,US-FL,Ormond Beach,,FL
0FD1,heliport,Panhandle Helicopter Llc Heliport,US,US-FL,Panama City Beach,,FL
0FD2,heliport,Dolphin Stadium Heliport,US,US-FL,Miami,,FL
0FD3,small_airport,Dugger Field,US,US-FL,Freeport,,FL
0FD4,heliport,Cloverleaf Farms Ii Inc. Heliport,US,US-FL,Reddick,,FL
0FD5,small_airport,Breezy Knoll Airport,US,US-FL,Defuniak Springs,,FL
0FD6,seaplane_base,Fulton Seaplane Base,US,US-FL,Sebastian,,FL
0FD9,small_airport,Joy Farms Airport,US,US-FL,Defuniak Springs,,FL
0FL0,small_airport,Harper's Fly-In Ranch Airport,US,US-FL,Clewiston,,FL
0FL1,small_airport,Thompson Airfield,US,US-FL,Branford,,FL
0FL2,seaplane_base,Alligator Drink Seaplane Base,US,US-FL,Geneva,,FL
0FL3,heliport,Old Town Ems Heliport,US,US-FL,Old Town,,FL
0FL4,heliport,Jackson Heliport,US,US-FL,Alford,,FL
0FL5,seaplane_base,Lake Conway South Seaplane Base,US,US-FL,Belle Isle,,FL
0FL6,closed,Stanchester Airport,US,US-FL,Lithia,,FL
0FL7,heliport,Wcpx Tv-6 Heliport,US,US-FL,Orlando,,FL
0FL8,seaplane_base,Gary Gale Seaplane Base,US,US-FL,Jacksonville,,FL
0FL9,small_airport,Mc Daniel Ranch Inc. Airport,US,US-FL,Clewiston,,FL
0G0,small_airport,North Buffalo Suburban Airport,US,US-NY,Lockport,,NY
