ident,type,name,iso_country,iso_region,municipality,iata_code,state_code
63IN,closed,Ropkey Field,US,US-IN,Indianapolis,,IN
63IS,small_airport,Corn Alley Airport,US,US-IL,El Paso,,IL
63K,small_airport,Hillside Airport,US,US-KS,Stilwell,,KS
63KS,closed,5-D Ranch Airport,US,US-KS,Clay Center,,KS
63KY,heliport,Harrison Memorial Hospital Heliport,US,US-KY,Cynthiana,,KY
63LA,small_airport,Leonards Airfield & Indust Park Airport,US,US-LA,Delcambre,,LA
63MI,heliport,Providence Hospital Heliport,US,US-MI,Novi,,MI
63MN,small_airport,Weideman International Airport,US,US-MN,Two Harbors,,MN
63MO,heliport,Heartland Hospital West Heliport,US,US-MO,St Joseph,,MO
63NC,small_airport,Wood Airport,US,US-NC,Wilson,,NC
63ND,small_airport,Moellenkamp Airport,US,US-ND,Lisbon,,ND
63NJ,heliport,Howell Township Police Heliport,US,US-NJ,Farmingdale,,NJ
63NY,small_airport,Shear Airport,US,US-NY,Ransomville,,NY
63OH,small_airport,White's Airport,US,US-OH,Darbyville,,OH
63OI,small_airport,Bowman Field,US,US-OH,Delaware,,OH
63OK,heliport,Chandler Armory Heliport,US,US-OK,Chandler,,OK
63OR,small_airport,Mountaindale Airport,US,US-OR,Mountaindale,,OR
63PA,small_airport,Boyer Airport,US,US-PA,Wernersville,,PA
63PN,heliport,Helicopter Services Heliport,US,US-PA,Coopersburg,,PA
63S,small_airport,Colville Municipal Airport,US,US-WA,Colville,,WA
63TA,small_airport,Barnett Airport,US,US-TX,Chillicothe,,TX
63TE,small_airport,Flying S Ranch Airport,US,US-TX,Kennard,,TX
63TS,heliport,The America Tower Heliport,US,US-TX,Houston,,TX
63TX,closed,Grosser Airport,US,US-TX,Bergheim,,TX
63VA,heliport,Mannboro Medical Center Heliport,US,US-VA,Mannboro,,VA
63WA,small_airport,Boyle R & D Airport,US,US-WA,Colbert,,WA
63WI,small_airport,Flying H Airport,US,US-WI,Monroe,,WI
63XS,small_airport,Byram Ranch Airport,US,US-TX,Henly,,TX
63Y,small_airport,Tyler Municipal Airport,US,US-MN,Tyler,,MN
64AK,small_airport,Carpentiers Strip,US,US-AK,Point Mackenzie,,AK
64AR,small_airport,Lowrance Airport,US,US-AR,Driver,,AR
64AZ,heliport,KTSP Heliport,US,US-AZ,Phoenix,,AZ
64C,small_airport,Vincent Airport,US,US-WI,Genoa City,,WI
64CA,heliport,Tahoe Forest Hospital Heliport,US,US-CA,Truckee,,CA
64CL,small_airport,Goodyear Blimp Base Airport,US,US-CA,Carson,,CA
64CN,small_airport,Sunrise Dusters Airport,US,US-CA,Knights Landing,,CA
64CO,small_airport,Cholla Airport,US,US-CO,Walsenburg,,CO
64CT,small_airport,Woodstock Airport,US,US-CT,South Woodstock,,CT
64DE,heliport,Bayhealth Medical Center Heliport,US,US-DE,Dover,,DE
64F,small_airport,Alvie Cole Ranch Airport,US,US-TX,Sterling City,,TX
64FA,small_airport,Naked Lady Ranch Airport,US,US-FL,Stuart,,FL
64FD,heliport,St Marys Hospital Heliport,US,US-FL,West Palm Beach,,FL
64FL,heliport,District Vi Heliport,US,US-FL,Miami,,FL
64G,small_airport,Page Regional Airport,US,US-ND,Page,,ND
64GA,small_airport,Big 'T' Airport,US,US-GA,Senoia,,GA
64I,small_airport,Lee Bottom Airport,US,US-IN,Hanover,,IN
64II,heliport,The Lutheran Hospital of Indiana Heliport,US,US-IN,Fort Wayne,,IN
64IL,small_airport,Walpole Airport,US,US-IL,Marengo,,IL
64IN,small_airport,Peacock Farms Airport,US,US-IN,Fairmount,,IN
64IS,heliport,Precision Chrome Heliport,US,US-IL,Fox Lake,,IL
64KY,small_airport,Hemp Ridge Airport,US,US-KY,Shelbyville,,KY
64LA,heliport,Med-South Heliport,US,US-LA,Opelousas,,LA
64LL,heliport,Rose Nr 3 Heliport,US,US-IL,Chicago,,IL
64ME,heliport,Dave Libby Heliport,US,US-ME,Falmouth,,ME
64MI,heliport,Ti Heliport,US,US-MI,Utica,,MI
64MN,heliport,Svard Heliport,US,US-MN,Plymouth,,MN
64MO,small_airport,Booze Island Airport,US,US-MO,St Joseph,,MO
64NC,small_airport,Fields Airport,US,US-NC,Pleasant Garden,,NC
64ND,small_airport,Z. P. Field,US,US-ND,Mandan,,ND
64NE,heliport,Seward Memorial Hospital Heliport,US,US-NE,Seward,,NE
64NJ,heliport,Verizon - CDC II Heliport,US,US-NJ,Freehold Township,,NJ
64NY,closed,Hemlock Run Airport,US,US-NY,Watkins Glen,,NY
64OG,small_airport,Antone Ranch Airport,US,US-OR,Mitchell,,OR
64OH,small_airport,O K Dies Airport,US,US-OH,Salem,,OH
64OI,heliport,Ponderosa Heliport,US,US-OH,Salem,,OH
64OK,heliport,Cordell Memorial Hospital Heliport,US,US-OK,Cordell,,OK
64OR,small_airport,Plum Valley Airport,US,US-OR,Amity,,OR
64PA,heliport,J C Blair Memorial Hospital Heliport,US,US-PA,Huntingdon,,PA
64PN,heliport,Hershey Medical Center Heliport,US,US-PA,Hershey,,PA
64TA,heliport,Galvestonian Heliport,US,US-TX,Galveston,,TX
64TE,small_airport,Apache Springs Airport,US,US-TX,Kerrville,,TX
64TS,heliport,CHI Baylor St Luke's Medical Center Heliport,US,US-TX,Houston,,TX
64TX,heliport,North Central Baptist Hospital Heliport,US,US-TX,San Antonio,,TX
64V,small_airport,Wallace Municipal Airport,US,US-NE,Wallace,,NE
64VA,heliport,Creeds Heliport,US,US-VA,Virginia Beach,,VA
64WA,heliport,Everett I Heliport,US,US-WA,Bellevue,,WA
64WI,small_airport,Sky Diving Airport,US,US-WI,Omro,,WI
64XS,heliport,Wadley Regional Medical Center Heliport,US,US-TX,Texarkana,,TX
65AK,small_airport,Mcdonald Ridge Airport,US,US-AK,Wasilla,,AK
65AR,small_airport,Bernard Manor Airport,US,US-AR,Earle,,AR
65AZ,heliport,St Mary's Helistop,US,US-AZ,Tucson,,AZ
65B,small_airport,Lubec Municipal Airport,US,US-ME,Lubec,,ME
65CA,heliport,Sce San Joaquin Heliport,US,US-CA,Tulare,,CA
65CL,small_airport,Al Divine Airport,US,US-CA,Caruthers,,CA
65CN,small_airport,Bottimore Ranch Airport,US,US-CA,Herald,,CA
65CO,small_airport,Wkr Airport,US,US-CO,Fort Collins,,CO
65FA,heliport,Physicians Regional Medical Center Heliport,US,US-FL,Naples,,FL
65FD,heliport,Yellow Whirley Bird Heliport,US,US-FL,Panama City Beach,,FL
65FL,heliport,"Floridian National Golf Club, LLC Heliport",US,US-FL,Stuart,,FL
65G,small_airport,Maple Grove Airport,US,US-MI,Fowlerville,,MI
65GA,closed,Fort Gillem Heliport,US,US-GA,Fort Gillem,,GA
65IL,small_airport,Far Field,US,US-IL,Marengo,,IL
65IN,heliport,Wells County Sheriff's Department Heliport,US,US-IN,Bluffton,,IN
65IS,small_airport,Frings Airport,US,US-IL,Leeds,,IL
65KS,small_airport,Griffith Field,US,US-KS,Downs,,KS
65KY,heliport,Arh Heliport,US,US-KY,Middlesboro,,KY
65LA,small_airport,Southern Seaplane Airport,US,US-LA,Belle Chasse,BCS,LA
65MI,heliport,Jet Pad Heliport,US,US-MI,Lansing,,MI
65MN,small_airport,Ricks Field,US,US-MN,Wendell,,MN
65MO,heliport,Deaconess Hospital Heliport,US,US-MO,St Louis,,MO
65NC,heliport,Scenic Overlook B & B Heliport,US,US-NC,Pilot Mountain,,NC
65NH,heliport,Tucker Farm Heliport,US,US-NH,Bradford,,NH
65NJ,heliport,Triangle Heliport,US,US-NJ,New Brunswick,,NJ
65NM,small_airport,Curtis and Curtis Airport,US,US-NM,Forrest,,NM
65NY,small_airport,Chautauqua Lake Airpark,US,US-NY,Mayville,,NY
65OH,small_airport,Wiita Farms Airport,US,US-OH,Sharon Center,,OH
65OI,heliport,Bass Heliport,US,US-OH,Chardon,,OH
65OK,heliport,Lakemont Shores Heliport,US,US-OK,Disney,,OK
65OR,heliport,Timberland Shop Heliport,US,US-OR,Ashland,,OR
65PA,small_airport,Cherry Valley Airport,US,US-PA,Saylorsburg,,PA
65TA,small_airport,Flying C Ranch Airport,US,US-TX,Independence,,TX
65TE,small_airport,Windwood Farm Airport,US,US-TX,Bells,,TX
65TN,small_airport,Roach Farm Airport,US,US-TN,Fall Branch,,TN
65TS,closed,Becker Airport,US,US-TX,Alvord,,TX
65TX,small_airport,Flying Eagle Ranch Airport,US,US-TX,Salt Flat,,TX
65VA,heliport,Nat'l Hosp For Orthopaedics/Rehabilitation Heliport,US,US-VA,Arlington,,VA
65WA,small_airport,Wissler's Airport,US,US-WA,Tenino,,WA
65WI,small_airport,Dulmes Field,US,US-WI,Oostburg,,WI
65WN,small_airport,Whoopy Hollow Aerodrome,US,US-WI,Wiota,,WI
65XS,small_airport,Birdnest Airport,US,US-TX,Parker,,TX
66AK,seaplane_base,June Lake Seaplane Base,US,US-AK,Wasilla,,AK
66AZ,heliport,Banner Desert Medical Center Heliport,US,US-AZ,Mesa,,AZ
66B,small_airport,Gillespie Field,US,US-ME,Meddybemps,,ME
66CA,small_airport,Rancho San Simeon Airport,US,US-CA,Cambria,,CA
66CL,small_airport,Triangle T Ranch Airport,US,US-CA,Chowchilla,,CA
66CN,heliport,Northrop Palos Verdes Heliport,US,US-CA,Palos Verdes,,CA
66CO,heliport,Rotor Leasing Heliport,US,US-CO,Elbert,,CO
66FD,small_airport,J.R.'s STOLport,US,US-FL,Crystal River,,FL
66FL,heliport,Va Outpatient Clinic Heliport,US,US-FL,Melbourne,,FL
66G,small_airport,Wm 'Tiny' Zehnder Field,US,US-MI,Frankenmuth,,MI
66GA,small_airport,Sawyer Farm Airport,US,US-GA,Blakely,,GA
66II,small_airport,Pat Robinson Airport,US,US-IN,Lapel,,IN
66IL,small_airport,Aerogrange Airport,US,US-IL,Marengo,,IL
66IN,small_airport,Oakes Field,US,US-IN,Charlottesville,,IN
66IS,heliport,Corporetum Office Campus Heliport,US,US-IL,Lisle,,IL
66KS,small_airport,Patterson Farms Airport,US,US-KS,Independence,,KS
66KY,small_airport,Mc Grew Airport,US,US-KY,Clarkson,,KY
66LA,small_airport,Schexnayder Airport,US,US-LA,Erwinville,,LA
66MI,small_airport,East Lake Airport,US,US-MI,Kalamazoo,,MI
66MN,small_airport,Howard's Airport,US,US-MN,Clara City,,MN
66MO,small_airport,Ahlers Acres Airport,US,US-MO,Foristell,,MO
66NC,small_airport,Hood Field,US,US-NC,Dover,,NC
66NE,small_airport,Cornelius Farm Airport,US,US-NE,Madrid,,NE
66NJ,heliport,Forked River Heliport,US,US-NJ,Forked River,,NJ
66NY,small_airport,Maple Ridge Airport,US,US-NY,Medina,,NY
66OH,closed,Medical Center South Heliport,US,US-OH,Broadview Heights,,OH
66OI,small_airport,Gorman-Freeman Airport,US,US-OH,Wooster,,OH
66OK,small_airport,Mc Laughlin Farm Airport,US,US-OK,Durant,,OK
66OR,heliport,Winston-Dillard Fire District Station Nr 2 Heliport,US,US-OR,Dillard,,OR
66PA,heliport,Williamsport Hospital & Medical Center Heliport,US,US-PA,Williamsport,,PA
66S,small_airport,Cavanaugh Bay Airport,US,US-ID,Coolin,,ID
66TA,heliport,Bradair Heliport,US,US-TX,Pearland,,TX
66TE,small_airport,The Landings Airport,US,US-TX,Granbury,,TX
66TS,heliport,Khou-Tv Heliport,US,US-TX,Houston,,TX
66TX,small_airport,Loma de Cometa Airport,US,US-TX,Cometa,,TX
66VA,heliport,Ibm Building 110 Heliport,US,US-VA,Manassas,,VA
66VG,heliport,Southside Regional Medical Center Heliport,US,US-VA,Petersburg,,VA
66VT,small_airport,Symon Airport,US,US-VT,Shoreham,,VT
66WA,small_airport,Trout Lake Airport,US,US-WA,Trout Lake,,WA
66WI,small_airport,J-3 Cub Field,US,US-WI,Watertown,,WI
66XS,small_airport,Baylie Airport,US,US-TX,Westminster,,TX
67AK,small_airport,South Hollywood Airport,US,US-AK,Wasilla,,AK
67AR,small_airport,Wedington Woods Airport,US,US-AR,Fayetteville,,AR
67AZ,heliport,Good Samaritan Hospital Heliport,US,US-AZ,Phoenix,,AZ
67CA,small_airport,Chapman Farms Airport,US,US-CA,Chowchilla,,CA
67CL,small_airport,Davis Airport,US,US-CA,Colusa,,CA
67CN,heliport,Pacific Gas & Electric Co Camp 5 Heliport,US,US-CA,Placerville,,CA
67CO,small_airport,Highline Farm Airstrip,US,US-CO,Bracewell,,CO
67D,small_airport,Reader-Botsford Airport,US,US-OH,Wellington,,OH
67FD,heliport,Gulf Coast Hospital Heliport,US,US-FL,Fort Myers,,FL
67FL,small_airport,Myakka Head Airport,US,US-FL,Zolfo Springs,,FL
67GA,small_airport,Apalachee Bluff Airpark,US,US-GA,Monroe,,GA
67II,small_airport,Schoettmer Farm Airport,US,US-IN,Greensburg,,IN
67IL,small_airport,Mitchell RLA Restricted Landing Area,US,US-IL,Marseilles,,IL
67IN,closed,Smitty's Soaring Airport,US,US-IN,Knox,,IN
67IS,heliport,Wabash General Hospital Heliport,US,US-IL,Mount Carmel,,IL
67KS,small_airport,Montezuma Coop Airport,US,US-KS,Montezuma,,KS
67KY,small_airport,Estes Airport,US,US-KY,Florence,,KY
67LA,closed,Transcontinental Gas Pipeline Corp Heliport,US,US-LA,Baton Rouge,,LA
67LL,small_airport,County Poor Farm Airport,US,US-IL,Oregon,,IL
67ME,heliport,Station-Kel Heliport,US,US-ME,Westbrook,,ME
67MN,small_airport,Pagel's Field,US,US-MN,Atwater,,MN
67MO,small_airport,Ski Harbor Airport,US,US-MO,Pittsburg,,MO
67NC,small_airport,Hightower Areo Plantation Airport,US,US-NC,Wadesboro,,NC
67ND,small_airport,Waldie Farms Airport,US,US-ND,Marion,,ND
67NE,small_airport,L J Bose Airstrip,US,US-NE,Orleans,,NE
67NJ,small_airport,Mount Pleasant Landing Strip,US,US-NJ,Hainesburg,,NJ
67NY,small_airport,Ultralight Port Ultralightport,US,US-NY,Little Valley,,NY
67OG,small_airport,George Airport,US,US-OR,Sheridan,,OR
67OH,small_airport,Harper Ridge Airport,US,US-OH,Solon,,OH
67OI,heliport,Northside & Tod Children's Hospital Heliport,US,US-OH,Youngstown,,OH
67OK,small_airport,Flying J Ranch Airport,US,US-OK,Peggs,,OK
67OR,small_airport,Mc Gee Airport,US,US-OR,Donald,,OR
67PA,heliport,West Company Heliport,US,US-PA,Williamsport,,PA
67PN,small_airport,Masser Field,US,US-PA,Sacramento,,PA
67S,small_airport,Priest Lake Usfs Airport,US,US-ID,Nordman,,ID
67SC,small_airport,Lanes Landing,US,US-SC,Ruffin,,SC
67TA,closed,Tips Jewels Heliport,US,US-TX,Bulverde,,TX
67TE,small_airport,Fisher Ranch Airport,US,US-TX,Killeen,,TX
67TS,heliport,Aldine Heliport,US,US-TX,Houston,,TX
67TX,small_airport,Old Hoppe Place Airport,US,US-TX,Agua Dulce,,TX
67VA,closed,Karmy's Airport,US,US-VA,Woodstock,,VA
67VT,heliport,Fletcher Allen Health Care Heliport,US,US-VT,Burlington,,VT
67WA,small_airport,Page Airport,US,US-WA,Walla Walla,,WA
67WI,small_airport,Accurate Airport,US,US-WI,Necedah,,WI
67XS,heliport,Knapp Medical Center Heliport,US,US-TX,Weslaco,,TX
68A,seaplane_base,Wrangell Seaplane Base,US,US-AK,Wrangell,,AK
68AK,heliport,Cowell's Heliport,US,US-AK,Big Lake,,AK
68AL,small_airport,Heart of Dixie Aero Estates Airport,US,US-AL,Greenville,,AL
68AR,small_airport,Luginbuel Hee Haw Airport,US,US-AR,Luginbuel Hee Haw Airport,,AR
68AZ,small_airport,Music Mountain Air Ranch Airport,US,US-AZ,Hackberry,,AZ
68C,small_airport,Central County Airport,US,US-WI,Iola,,WI
68CA,small_airport,Lake California Air Park,US,US-CA,Cottonwood,,CA
68CL,small_airport,El Rico Airport,US,US-CA,Corcoran,,CA
68CN,small_airport,Porter Ranch Airport,US,US-CA,Kennedy Meadows,,CA
68CO,small_airport,Singleton Ranch Airport,US,US-CO,Byers,,CO
68FD,small_airport,Maran Airport,US,US-FL,Fountain,,FL
68FL,closed,EMS Heliport,US,US-FL,Tampa,,FL
68G,closed,Duford Field,US,US-MI,Genesee,,MI
68GA,heliport,Calhoun Heliport,US,US-GA,Marietta,,GA
68ID,small_airport,Rapoport Ranch Airport,US,US-ID,Sandpoint,,ID
68II,heliport,Clinton County Fairgrounds Heliport,US,US-IN,Frankfort,,IN
68IL,closed,Prairie Lake Hunt Club Airport,US,US-IL,Marseilles,,IL
68IN,small_airport,Alley Oop Airport,US,US-IN,Wheatfield,,IN
68IS,small_airport,Casa De Aero Park Airport,US,US-IL,Hampshire,,IL
68JY,seaplane_base,Hancock Pond Seaplane Base,US,US-ME,Denmark,,ME
68KS,small_airport,Cloud 9 Airport,US,US-KS,Paola,,KS
68KY,small_airport,Lee's Airpark,US,US-KY,Somerset,,KY
68LA,small_airport,Pilkinton Airstrip,US,US-LA,Bossier City,,LA
68ME,heliport,Maine Medical Center Heliport,US,US-ME,Portland,,ME
68MI,small_airport,Saline Airport,US,US-MI,Saline,,MI
68MN,closed,Mathew Private Field,US,US-MN,Barnesville,,MN
68MO,heliport,Southeast Health Center of Stoddard County Heliport,US,US-MO,Dexter,,MO
68NC,small_airport,Winstead '76' Airport,US,US-NC,Leasburg,,NC
68NE,small_airport,Hall-Feld Airport,US,US-NE,Davey,,NE
68NJ,heliport,N U I Heliport,US,US-NJ,Somerville,,NJ
68NM,small_airport,Flying H Ranch Airport,US,US-NM,Hope,,NM
68NY,small_airport,Merrimac Farms Airport,US,US-NY,Mount Morris,,NY
68OI,heliport,Abbey Etna Heliport,US,US-OH,Perrysburg,,OH
68OK,heliport,Fairfax Heliport,US,US-OK,Fairfax,,OK
68OR,closed,Lyda Ranch Airstrip,US,US-OR,Dufur,,OR
68PA,small_airport,Don's Place Airpark,US,US-PA,Hamburg,,PA
68R,small_airport,Hamp Airport,US,US-MI,Elwell,,MI
68TA,heliport,Avsi-Sugar Land Heliport,US,US-TX,Sugar Land,,TX
68TE,small_airport,Norris Raun Ranch Airport,US,US-TX,El Campo,,TX
68TS,small_airport,Bishop Field,US,US-TX,Royse City,,TX
68TX,closed,San Patricio International Airport,US,US-TX,San Patricio,,TX
68VA,heliport,Carilion New River Valley Medical Center Heliport,US,US-VA,Radford,,VA
68WA,small_airport,Mc Mahon Field,US,US-WA,Zillah,,WA
68WI,heliport,Mayo Clinic Health System-Franciscan Healthcare Heliport,US,US-WI,La Crosse,,WI
68XS,small_airport,Margaritaville Airport,US,US-TX,Whitesboro,,TX
68Y,small_airport,Wells Municipal Airport,US,US-MN,Wells,,MN
69AK,seaplane_base,Memory Lake Seaplane Base,US,US-AK,Wasilla,,AK
69AZ,heliport,Maricopa County Sheriff's Office Heliport,US,US-AZ,Mesa,,AZ
69CA,heliport,Victor Valley Community Hospital Heliport,US,US-CA,Victorville,,CA
69CL,small_airport,Medlock Field,US,US-CA,Davis,,CA
69CO,heliport,Porter Memorial Hospital Heliport,US,US-CO,Denver,,CO
69CT,heliport,The Shore Heliport,US,US-CT,Mystic,,CT
69FA,heliport,LZ Shadow Heliport,US,US-FL,Brooksville,,FL
69FD,small_airport,Unicorn Place Airport,US,US-FL,Defuniak Springs,,FL
69FL,small_airport,Eagle's Landing Airport,US,US-FL,Fort Myers,,FL
69G,small_airport,Richmond Field,US,US-MI,Gregory,,MI
69GA,heliport,Liberty Memorial Hospital Heliport,US,US-GA,Hinesville,,GA
69GE,small_airport,Great Oaks Airport,US,US-GA,Tignall,,GA
69II,small_airport,Greuter Field,US,US-IN,Butler,,IN
69IL,small_airport,David Gillespie Airport,US,US-IL,Marseilles,,IL
69IN,heliport,Solar Nr 1 Heliport,US,US-IN,Lynnville,,IN
69IS,small_airport,Sinele's Sunset Strip,US,US-IL,Niota,,IL
69KS,small_airport,Chiles Airpark,US,US-KS,Chiles,,KS
69KY,closed,Lyndon Fire Protection District Heliport,US,US-KY,Lyndon,,KY
69LA,heliport,Our Lady of Lourdes Hospital Heliport,US,US-LA,Lafayette,,LA
69LL,small_airport,Maas Airstrip,US,US-IL,New Boston,,IL
69MI,closed,Perry Aero Park,US,US-MI,Perry,,MI
69MN,small_airport,Yaggie Private Airport,US,US-MN,Breckenridge,,MN
69MO,small_airport,Hess-Mckeown Airport,US,US-MO,Higbee,,MO
69MT,small_airport,Flying H Airport,US,US-MT,Lambert,,MT
69MY,small_airport,Hall Airport,US,US-MN,Farmington,,MN
69N,small_airport,Slatington Airport,US,US-PA,Slatington,,PA
69NC,small_airport,Clute's Hilltop Airport,US,US-NC,Forest City,,NC
69ND,small_airport,Tengesdal Airport,US,US-ND,Maxbass,,ND
69NJ,heliport,"Lockheed Electronics Company, Inc. Heliport",US,US-NJ,Watchung,,NJ
69NY,heliport,UVMHN-Elizabethtown Community Hospital Heliport,US,US-NY,Ticonderoga,,NY
69OH,closed,Dwight Field,US,US-OH,Homer,,OH
69OI,small_airport,Schulze's Airport,US,US-OH,Chatfield,,OH
69OK,small_airport,Green Country Airpark,US,US-OK,Fairland,,OK
69OR,small_airport,Dick Fisher Airport,US,US-OR,Gaston,,OR
69PA,small_airport,Hurst STOLport,US,US-PA,Newmanstown,,PA
69S,small_airport,Avey Field Airport,US,US-WA,Laurier,,WA
69TA,small_airport,Dean Airport,US,US-TX,Corpus Christi,,TX
69TE,small_airport,Deer Pasture Airport,US,US-TX,Lampasas,,TX
69TS,small_airport,White Airport,US,US-TX,Killeen,,TX
69TX,small_airport,Green Lake Ranch Airport,US,US-TX,Bloomington,,TX
69VA,small_airport,Meadow Farm Airport,US,US-VA,Ashland,,VA
69WA,heliport,O & M Facilities Heliport,US,US-WA,Clarkston,,WA
69WI,heliport,Kroy-Osceola Heliport,US,US-WI,Osceola,,WI
69XA,small_airport,Richey Airfield,US,US-TX,Chico,,TX
69XS,small_airport,Brushy Creek Airport,US,US-TX,Whitesboro,,TX
6A5,small_airport,Warf Airport,US,US-NC,Reidsville,,NC
6A6,small_airport,Kimball Municipal Airport,US,US-SD,Kimball,,SD
6A7,seaplane_base,Brocker Lake Seaplane Base,US,US-AK,Big Lake,,AK
6AK,small_airport,Rainy Pass Lodge Airport,US,US-AK,Rainy Pass,,AK
6AK1,small_airport,Platinum Mine Airport,US,US-AK,Platinum,,AK
6AK2,small_airport,Sleepers Strip,US,US-AK,Point Mackenzie,,AK
6AK3,small_airport,Butler Aviation Airport,US,US-AK,Kenai,,AK
6AK5,small_airport,Fire Island Airport,US,US-AK,Anchorage,,AK
6AK7,small_airport,Rainbow Heights Estates Airstrip,US,US-AK,Wasilla,,AK
6AK8,small_airport,Tulakes Airport,US,US-AK,Wasilla,,AK
6AK9,small_airport,Cizek North Airport,US,US-AK,Wasilla,,AK
6AL3,closed,Sweet Home Airport,US,US-AL,Henagar,,AL
6AL4,heliport,Air Evac 16 Heliport,US,US-AL,Tuscumbia,,AL
6AL6,small_airport,Hawthorn Pines Airport,US,US-AL,Chatom,,AL
6AL8,heliport,Malbis Med Park-Infirmary Health Heliport,US,US-AL,Daphne,,AL
6AL9,heliport,Mega Site Helipad,US,US-AL,Bay Minette,,AL
6AR0,small_airport,Cypress Creek Airpark,US,US-AR,El Paso,,AR
6AR1,small_airport,Elder Airstrip,US,US-AR,Cave Springs,,AR
6AR2,closed,A J's Airport,US,US-AR,Casa,,AR
6AR3,heliport,UAMS Alpha Pad Heliport,US,US-AR,Little Rock,,AR
6AR4,heliport,Baptist Health Medical Center-Heber Spring Heliport,US,US-AR,Heber Springs,,AR
6AR5,small_airport,Mc Donald's Airstrip,US,US-AR,Calamine,,AR
6AR6,small_airport,Two Rivers Airport,US,US-AR,Little Rock,,AR
6AR7,heliport,Arkansas Heart Hospital Heliport,US,US-AR,Little Rock,,AR
6AR8,small_airport,Flying W Airpark II Airport,US,US-AR,Charleston,,AR
6AR9,small_airport,Pine Mountain Airpark,US,US-AR,Flippin,,AR
6AZ0,heliport,Lyon Aviation South Ramp Heliport,US,US-AZ,Scottsdale,,AZ
6AZ2,small_airport,Wisky Ranch/Chevlon Airport,US,US-AZ,Heber,,AZ
6AZ5,small_airport,Ash Creek Airport,US,US-AZ,Pearce,,AZ
6AZ6,heliport,Copper Queen Hospital Heliport,US,US-AZ,Bisbee,,AZ
6AZ7,heliport,Toon Tail Heliport,US,US-AZ,Tonopah,,AZ
6AZ8,small_airport,Flying Diamond Airport,US,US-AZ,Tucson,,AZ
6B0,small_airport,Middlebury State Airport,US,US-VT,Middlebury,,VT
6B3,closed,Bean Blossom Airport,US,US-MI,New Lothrop,,MI
6B4,small_airport,Frankfort-Highland Airport,US,US-NY,Utica/Frankfort,,NY
6B6,small_airport,Minute Man Air Field,US,US-MA,Stow,,MA
6C0,small_airport,Eldora Municipal Airport,US,US-IA,Eldora,,IA
6C2,small_airport,Ohio Dusting Co Inc Airport,US,US-OH,Pandora,,OH
6CA0,heliport,Hotel New Otani Los Angeles Heliport,US,US-CA,Los Angeles,,CA
6CA1,small_airport,Triple R Ranch Airport,US,US-CA,Macdoel,,CA
6CA2,heliport,Sce Rosemead Heliport,US,US-CA,Rosemead,,CA
6CA3,heliport,Catalina Air-Sea Terminal Heliport,US,US-CA,San Pedro,SPQ,CA
6CA4,heliport,East Valley Sheriff's Station Heliport,US,US-CA,Thousand Oaks,,CA
6CA5,small_airport,Valley Vista Airport,US,US-CA,Yucca Valley,,CA
6CA6,small_airport,Eagle Ridge Ranch Airport,US,US-CA,Railroad Flat,,CA
6CA7,small_airport,J&J Crop Dusters Inc Airport,US,US-CA,Arvin,,CA
6CA8,small_airport,Depue Airport,US,US-CA,Lenwood,,CA
6CA9,heliport,UCLA Emergency Medicine Department Heliport,US,US-CA,Los Angeles,,CA
6CL0,closed,Majors Airport,US,US-CA,Bakersfield,,CA
6CL2,heliport,White Pine Heliport,US,US-CA,Eagleville,,CA
6CL3,heliport,William Shells County Heliport,US,US-CA,Fillmore,,CA
6CL4,small_airport,Manzanita Airport,US,US-CA,Mariposa,,CA
6CL5,heliport,Majlar Heliport,US,US-CA,Ojai,,CA
6CL6,small_airport,Mark Franz Private Strip,US,US-CA,O'Neals,,CA
6CL7,heliport,Orange Co Sheriffs Forensics Lab Helistop,US,US-CA,Santa Ana,,CA
6CL8,small_airport,Harley Airport,US,US-CA,Stockton,,CA
6CL9,closed,Peoria Airport,US,US-CA,Jamestown,,CA
6CN6,heliport,Kaiser Permanente South Sacramento Heliport,US,US-CA,Sacramento,,CA
6CO0,small_airport,Doctors Mesa Airport,US,US-CO,Eckert/Orchard City,,CO
6CO1,small_airport,Burnham Field,US,US-CO,Wellington,,CO
6CO2,small_airport,Mesawood Airpark,US,US-CO,Cedaredge,,CO
6CO3,small_airport,Wine Glass International Airport,US,US-CO,La Junta,,CO
6CO4,small_airport,Hat-Field STOLport,US,US-CO,Fort Collins,,CO
6CO5,heliport,Montrose Blm Heliport,US,US-CO,Montrose,,CO
6CO6,small_airport,Skywagon Ranch Airport,US,US-CO,Berthoud,,CO
6CO7,heliport,Monument Heliport,US,US-CO,Grand Junction,,CO
6CO8,heliport,West Area Pwr Admin Ops Center Heliport,US,US-CO,Montrose,,CO
6CO9,heliport,Salida Hospital Heliport,US,US-CO,Salida,,CO
6D3,small_airport,Maddock Municipal Airport,US,US-ND,Maddock,,ND
6D5,closed,Schmeltzer Heliport,US,US-OH,Akron,,OH
6D7,small_airport,Deshler Municipal Landing Strip,US,US-OH,Deshler,,OH
6F1,small_airport,Talihina Municipal Airport,US,US-OK,Talihina,,OK
6F7,small_airport,Manning Field,US,US-TX,Jefferson,,TX
6FA8,heliport,Orlando Hyatt House Heliport,US,US-FL,Kissimmee,,FL
6FD0,small_airport,Windy Acres Airport,US,US-FL,Chiefland,,FL
